DeviceCategory,PremiumPDPPercentage,PremiumCategoryPagePercentage,FilteredBrand,AvgPrice,MinPrice,PremiumInCart,PDPContain35,Target
mobile,0,0,0,78.210526315789465,31.2,0,1,0
desktop,0.071428571428571425,0,0,52.137499999999996,31.2,0,1,0
desktop,0,0,0,52.550000000000004,31.2,0,1,0
desktop,0,0,0,53.44,31.2,0,1,0
desktop,0.2857142857142857,0.5,0,149.71111111111114,31.2,1,1,1
desktop,0.42857142857142855,0,0,79.917142857142863,31.2,1,0,1
mobile,0,0,0,68.533333333333331,31.2,0,1,0
mobile,0.090909090909090912,0,0,87.9956989247312,31.2,0,1,0
desktop,0,0,0,43.167999999999992,31.2,0,1,0
desktop,0.66666666666666663,0.47826086956521741,0,123.04324324324324,31.2,0,1,0
mobile,0,0,0,54.599999999999994,31.2,0,0,0
desktop,0,0.16666666666666666,0,68.724528301886778,31.2,0,1,0
mobile,0,0,0,60.000000000000007,31.2,0,1,0
desktop,0.66666666666666663,0,0,123.06666666666668,31.2,1,1,1
desktop,0.5,0.6,26,118.824,31.2,1,1,0
mobile,0,0,0,80.344444444444449,31.2,0,1,0
mobile,0,0.33333333333333331,0,64.2,31.2,0,0,0
desktop,0.14285714285714285,0,0,41.50833333333334,31.2,0,1,0
mobile,0,0,0,59.05625,31.2,0,1,0
mobile,0,0,0,31.2,31.2,0,1,0
desktop,0,0,0,55.96521739130435,31.2,0,1,0
tablet,0.77777777777777779,0.83333333333333337,8,99.37777777777778,31.2,1,1,1
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0.14285714285714285,0,60.2,34.4,0,0,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0.22222222222222221,0,0,48.293333333333322,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0.44444444444444442,0,0,144.07111111111107,34.4,1,1,1
desktop,0,0,0,51.75555555555556,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,68.8,34.4,0,0,0
mobile,0,0,0,65.36,34.4,0,0,0
mobile,0,0,0,60.2,34.4,0,0,0
desktop,0.125,0,0,50.391666666666659,34.4,0,1,0
desktop,0.625,0,0,117.44615384615382,34.4,1,1,1
mobile,0,0.83333333333333337,14,67.92,34.4,0,1,0
desktop,0,0,0,34.666666666666664,34.4,0,1,0
mobile,0,0,0,71.6,34.4,0,1,0
desktop,0,0,0,36.872727272727275,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,48.057142857142857,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,45.866666666666667,34.4,0,0,0
desktop,0.1111111111111111,0,0,66.62222222222222,34.4,0,1,0
mobile,0,0,0,72.975000000000023,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,42.075,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0.23076923076923078,0,0,78.2,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,61.48571428571428,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
tablet,0,0,0,47.45,34.4,0,1,0
desktop,0,0,0,36.666666666666664,34.4,0,0,0
mobile,0,0.58333333333333337,0,70.553846153846152,34.4,0,1,0
mobile,0,0,0,59.2,34.4,0,1,0
desktop,0.6,0,0,104.2,34.4,0,1,0
desktop,0,0,0,34.8,34.4,0,0,0
desktop,0.42857142857142855,0,0,70.723076923076917,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
tablet,0,0,0,45.48,34.4,0,1,0
mobile,0,0,0,80.675,34.4,0,1,0
desktop,0,0,0,41.651851851851859,34.4,0,1,0
mobile,0.33333333333333331,0,0,74.275,34.4,0,0,0
mobile,0,0,0,63.85,34.4,0,1,0
desktop,0,0,0,52.533333333333339,34.4,0,1,0
mobile,0,0,0,52.533333333333331,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,55.318518518518516,34.4,0,0,0
desktop,0,0,0,41.3,34.4,0,1,0
mobile,0.25,0,0,69.26,34.4,0,1,0
mobile,0,0,0,68.8,34.4,0,1,0
mobile,0,0,0,65.36,34.4,0,0,0
desktop,0.5,0,0,70.4,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,56.004687500000031,34.4,0,1,0
desktop,0,0.25,4,40.604615384615386,34.4,0,1,0
desktop,0.14285714285714285,0.071428571428571425,0,41.852173913043472,34.4,1,1,0
desktop,0,0,0,73.1,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,53.228571428571428,34.4,0,1,0
desktop,0,0.083333333333333329,0,65.9,34.4,0,1,0
mobile,0.33333333333333331,0,0,133.11764705882354,34.4,0,1,0
desktop,0,0,0,51.120000000000005,34.4,0,1,0
desktop,0.16666666666666666,0,0,72.312499999999986,34.4,0,1,0
desktop,0,0,0,44.7,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0.66666666666666663,0,0,137.46666666666667,34.4,1,0,1
mobile,0.2,0,0,43.815384615384616,34.4,0,1,0
desktop,0.33333333333333331,0,0,64.933333333333323,34.4,0,0,0
desktop,0,0,0,68.2764705882353,34.4,0,1,0
desktop,0,0.25,0,51.64800000000001,34.4,0,1,0
tablet,0.33333333333333331,0,0,101.37333333333332,34.4,0,0,0
desktop,0.3,0,2,77.759999999999991,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,74.316981132075469,34.4,0,1,0
mobile,0,0,0,84.4,34.4,0,1,0
desktop,0,0,0,36.56,34.4,0,0,0
desktop,0.3,0,0,106.51428571428571,34.4,0,1,0
mobile,0,0,0,73.000000000000014,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,48.35,34.4,0,0,0
mobile,0,0,0,63.06666666666667,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,35.4,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,58.457777777777778,34.4,0,1,0
desktop,0.66666666666666663,0.2,2,85.436363636363637,34.4,1,0,1
mobile,0.375,0.1875,0,119.0086956521739,34.4,1,1,1
mobile,0,0.5,0,82.44,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0.083333333333333329,0,70.26428571428572,34.4,0,1,0
mobile,0,0.2,12,60.466666666666669,34.4,0,0,0
desktop,0.5,0,0,150.51641791044784,34.4,1,1,1
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,55.475,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,37.6,34.4,0,1,0
desktop,0,0,0,77.783333333333331,34.4,1,1,0
mobile,0,0,0,34.4,34.4,,1,1
desktop,0,0,0,35.257142857142853,34.4,0,0,0
mobile,0,0,0,74.533333333333346,34.4,0,1,0
mobile,0,0.83333333333333337,0,68.08,34.4,0,1,0
mobile,0.14285714285714285,0,0,83.484210526315763,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,86.494117647058829,34.4,0,1,0
desktop,0.66666666666666663,0.14285714285714285,8,147.81702127659574,34.4,1,0,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0.5,0,0,113.38666666666666,34.4,0,1,0
desktop,0,0,0,36.133333333333326,34.4,0,1,0
desktop,0,0,2,49.266666666666666,34.4,0,1,0
mobile,0,0,0,68.8,34.4,0,1,0
desktop,0.6,0,0,96.961538461538453,34.4,1,1,1
desktop,0,0,0,46.026666666666671,34.4,0,1,0
mobile,0,0,0,70.608,34.4,0,1,0
mobile,0,0,0,64.288888888888877,34.4,0,1,0
desktop,0,0,0,35.733333333333334,34.4,0,1,0
mobile,0,0,0,59.93333333333333,34.4,0,1,0
desktop,0.4,0,0,74.75555555555556,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0.5,6,34.4,34.4,0,0,0
mobile,0,1,0,55.04,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,41.638888888888893,34.4,0,1,0
desktop,0,0,0,68.087499999999991,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,73.399999999999991,34.4,0,1,0
mobile,0,0,0,65.36,34.4,0,1,0
mobile,0,0,0,43.333333333333329,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0.1111111111111111,0,0,75.0153846153846,34.4,0,0,0
mobile,0,0,0,74.859016393442644,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.666666666666671,34.4,0,1,0
mobile,0,0,0,81.7,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,75.6,34.4,0,1,0
mobile,0,1,0,65.600000000000009,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0.25,0,0,50.945454545454538,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,61.657142857142858,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0.14285714285714285,0,0,100.90256410256409,34.4,0,1,0
desktop,0.16666666666666666,0,0,77.63333333333334,34.4,0,1,0
tablet,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0.42857142857142855,0,0,67.48,34.4,0,1,0
desktop,0,0,0,35,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,70.850000000000009,34.4,0,1,0
mobile,0,0.2,0,86.564705882352939,34.4,0,1,0
mobile,0,0,0,70.773333333333355,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,65.639999999999986,34.4,0,1,0
mobile,0.15384615384615385,0,0,85.875,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,60.200000000000017,34.4,0,1,0
desktop,0,0,4,35.428571428571438,34.4,0,0,0
desktop,0,0,0,42.342857142857142,34.4,0,0,0
mobile,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,69.066666666666677,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,69.679285714285712,34.4,0,1,0
desktop,0,0,0,60.2,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.8,34.4,0,1,0
desktop,0.66666666666666663,0,2,177.43225806451613,34.4,1,1,1
mobile,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,49.04,34.4,0,0,0
desktop,0,0,0,52.629629629629633,34.4,0,1,0
mobile,0.095238095238095233,0.076923076923076927,10,82.2938775510204,34.4,0,1,0
mobile,0,0,0,68.8,34.4,0,1,0
mobile,0.5,0,0,129.7,34.4,1,1,1
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,64.571428571428569,34.4,0,0,0
desktop,0,0,0,38.010810810810817,34.4,0,1,0
desktop,0.25,0,0,63.016666666666659,34.4,1,1,0
desktop,0,0,0,48.333333333333329,34.4,0,0,0
mobile,0,0,0,60.2,34.4,0,0,0
desktop,0.15789473684210525,0,0,101.14579439252336,34.4,0,0,0
desktop,0,0,0,58.86363636363636,34.4,0,1,0
mobile,0.15384615384615385,0,0,76.269565217391317,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,46.87,34.4,0,1,0
mobile,0,0,0,78.57931034482759,34.4,0,1,0
mobile,0,0,0,45.8,34.4,0,0,0
mobile,0,0,0,60.36,34.4,0,1,0
tablet,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,63.885714285714286,34.4,0,1,0
desktop,0,0,0,69.822222222222223,34.4,0,1,0
mobile,0,0,0,69.909090909090921,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0.5,0,111.85,34.4,0,1,0
desktop,0,0,0,35.36,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,66.56,34.4,0,1,0
desktop,0.14285714285714285,0,0,75.994444444444454,34.4,1,1,0
mobile,0.23076923076923078,0,0,95.4235294117647,34.4,0,1,0
desktop,0.5,0,0,111.7,34.4,0,0,0
desktop,0,0,0,44.101639344262296,34.4,0,1,0
mobile,0.42857142857142855,0,0,92.1304347826087,34.4,0,1,0
mobile,0.5,0,0,125.14,34.4,1,1,1
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,60.519999999999996,34.4,0,1,0
desktop,0.14285714285714285,0,0,46.643243243243248,34.4,0,1,0
tablet,0.25,0,0,85.480000000000018,34.4,0,1,0
desktop,0.625,0,0,118.6375,34.4,1,1,1
mobile,0,0,0,67.08,34.4,0,1,0
desktop,0,0,0,49.587500000000006,34.4,0,0,0
mobile,0,0,0,70.320000000000007,34.4,0,1,0
mobile,0.125,0,0,82.800000000000011,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,44.288888888888884,34.4,0,0,0
desktop,0,0,0,34.93333333333333,34.4,0,0,0
desktop,0.42857142857142855,0,0,80.314285714285717,34.4,0,1,0
desktop,0,0,0,34.8,34.4,0,1,0
desktop,0.33333333333333331,0.25,2,74.549999999999983,34.4,0,1,0
desktop,0,0,0,39.138461538461542,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,37.6,34.4,0,0,0
desktop,0,0,0,49.566666666666663,34.4,0,1,0
mobile,0,0,0,77.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,64.225,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0.5625,0,0,60.240540540540536,34.4,1,1,0
mobile,0,0,0,73.323103448275873,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,34.8,34.4,0,1,0
desktop,0.93548387096774188,0.72727272727272729,0,167.20208333333326,34.4,1,1,1
mobile,0,0,0,73.766666666666652,34.4,0,1,0
mobile,0,0,2,61.2,34.4,0,0,0
mobile,0,0,0,78.5,34.4,0,1,0
mobile,0.021739130434782608,0.14705882352941177,112,98.141843971631189,34.4,0,1,0
mobile,0.5,0.076923076923076927,2,64.066666666666663,34.4,1,0,1
desktop,0.18181818181818182,0,0,62.630303030303025,34.4,0,1,0
mobile,0.3,0,0,107.15238095238095,34.4,0,1,0
desktop,0.090909090909090912,0,4,117.93999999999998,34.4,1,1,0
mobile,0,0,0,42.2,34.4,0,1,0
desktop,0.5625,0.3611111111111111,8,139.43469387755104,34.4,1,1,1
mobile,0.095238095238095233,0,0,78.344444444444434,34.4,0,1,0
desktop,0.66666666666666663,0.2857142857142857,0,111.08947368421053,34.4,1,1,0
desktop,0,0,0,47.3,34.4,1,1,0
desktop,0.33333333333333331,0.21428571428571427,0,92.064516129032256,34.4,1,1,0
desktop,0,0,0,42.426666666666662,34.4,0,0,0
mobile,0.33333333333333331,0.090909090909090912,0,96.840000000000018,34.4,0,1,0
mobile,0,1,0,60.2,34.4,0,1,0
mobile,0,0,0,71.10588235294118,34.4,0,1,0
desktop,0.66666666666666663,0,0,105.46666666666665,34.4,1,0,1
desktop,0,0,0,67.8,34.4,0,0,0
mobile,0,0,0,78.941176470588218,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0.2857142857142857,0,0,48.833333333333336,34.4,1,1,1
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0.77777777777777779,0.76923076923076927,0,136.1872340425532,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,1,0,86.096078431372547,34.4,0,1,0
desktop,0,0,0,35,34.4,0,1,0
desktop,0,0,0,36.239999999999995,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0.33333333333333331,2,38.24,34.4,0,1,0
mobile,0.1111111111111111,0,0,80.304761904761918,34.4,0,1,0
desktop,0.2,0.4,0,51.773333333333333,34.4,1,1,0
desktop,0,0,0,41.725,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0.14285714285714285,0,0,88.976470588235287,34.4,0,1,0
desktop,0,0,0,39.3,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
tablet,0,0,0,34.8,34.4,0,1,0
mobile,0,0,0,60.2,34.4,0,0,0
tablet,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,38.810526315789481,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,47.521666666666668,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0.61538461538461542,0,54.08,34.4,1,1,1
desktop,0,0.2,0,55.466666666666669,34.4,0,1,0
desktop,0.076923076923076927,0,0,47.079069767441865,34.4,1,1,1
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,61.58,34.4,0,0,0
tablet,0.035714285714285712,0,0,54.4909090909091,34.4,0,1,0
desktop,0.45454545454545453,0,0,107.11578947368422,34.4,0,1,0
mobile,0,0,0,69.888888888888886,34.4,0,1,0
desktop,0,0,0,34.4,34.4,,1,0
mobile,0,0,0,68.8,34.4,0,0,0
mobile,0,1,0,79.976470588235316,34.4,0,1,0
mobile,0,0.66666666666666663,0,74.417647058823533,34.4,0,1,0
mobile,0,0,0,72.022222222222211,34.4,0,1,0
desktop,0,0,0,34.618181818181817,34.4,0,1,0
mobile,0,0.5,0,68.3111111111111,34.4,0,1,0
mobile,0,0.2,0,81.4769230769231,34.4,0,1,0
desktop,0.22222222222222221,0,0,57.690322580645159,34.4,0,1,0
mobile,0.18181818181818182,0.61538461538461542,12,83.494117647058829,34.4,0,1,0
desktop,0,0,0,56.2,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
tablet,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,64.51,34.4,1,1,0
mobile,0,0,0,70.52,34.4,0,0,0
desktop,0,0.14285714285714285,0,40.215151515151518,34.4,0,1,0
mobile,0,0.3,0,77.600000000000009,34.4,0,1,0
desktop,0,0,0,59.27719298245615,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,51.2,34.4,0,0,0
desktop,0,0,0,52.68,34.4,0,1,0
mobile,0,0,0,84.060606060606048,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,42.022222222222226,34.4,0,1,0
mobile,0,0,0,52.199999999999996,34.4,0,0,0
desktop,0,0,0,49.59529411764705,34.4,0,1,0
desktop,0,0,0,64.393939393939391,34.4,0,1,0
tablet,0,0.10526315789473684,2,39.295999999999985,34.4,0,1,0
desktop,0,0,0,74.53,34.4,0,1,0
mobile,0,0,0,60.2,34.4,0,1,0
desktop,0.5,0,0,74.244444444444454,34.4,1,1,1
mobile,0,0,8,62.35,34.4,0,1,0
mobile,0,0,0,73.1,34.4,0,0,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,64.971428571428561,34.4,0,1,0
mobile,0,0,0,73.1,34.4,0,1,0
mobile,0,0.22222222222222221,0,73.538947368421049,34.4,0,1,0
desktop,0.625,0.33333333333333331,24,136.43870967741941,34.4,1,1,0
desktop,0.33333333333333331,0,0,64.466666666666669,34.4,1,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0.6,0,0,99.018181818181816,34.4,0,1,0
desktop,0,0.14285714285714285,0,35.300000000000004,34.4,0,0,0
desktop,0.90909090909090906,0.52173913043478259,10,177.42352941176469,34.4,1,0,1
desktop,0,0,2,36.167333333333339,34.4,0,1,0
desktop,0,0,2,34.4,34.4,0,1,0
desktop,0.33333333333333331,0,2,153.83076923076922,34.4,1,0,0
mobile,0,0,0,53.666666666666664,34.4,0,0,0
desktop,0,0,0,34.872727272727275,34.4,0,1,0
tablet,0.42857142857142855,0.42857142857142855,0,60.548148148148151,34.4,1,0,1
desktop,0,0,0,75.84347826086956,34.4,0,1,0
desktop,0,0,0,39.274074074074058,34.4,0,0,0
desktop,0.33333333333333331,0,8,53.114285714285707,34.4,1,1,0
mobile,0,0,0,75.1157894736842,34.4,0,1,0
mobile,0,0,0,70.466666666666669,34.4,0,1,0
tablet,0,0,0,50.000000000000007,34.4,0,0,0
mobile,0,0,0,51.599999999999994,34.4,0,0,0
desktop,0.33333333333333331,0,0,43.35,34.4,0,1,0
mobile,0.5,0.33333333333333331,0,124.60000000000001,34.4,1,0,1
mobile,0,0,0,38.327272727272721,34.4,0,1,0
desktop,0,0,0,58.550000000000004,34.4,0,1,0
tablet,0,0,2,34.4,34.4,0,1,0
mobile,0,0.90909090909090906,28,72.771428571428572,34.4,0,1,0
desktop,0.25,0,0,73.65,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0.25,0,0,182.35000000000002,34.4,0,1,0
mobile,0,0,0,73.88,34.4,0,1,0
mobile,0.25,0,0,50,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,49.45,34.4,0,0,0
desktop,0.8,0.8,0,217.88,34.4,1,0,1
mobile,0.8,0.4,36,156.03636363636366,34.4,1,0,1
mobile,0,0,0,51.6,34.4,0,0,0
mobile,0,0,0,64.314285714285717,34.4,0,0,0
desktop,0,0,0,39.854545454545459,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
desktop,0,0,0,44.6,34.4,0,0,0
desktop,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,0,0
mobile,0,0,0,86.236363636363635,34.4,0,1,0
desktop,0,0,0,36,34.4,0,1,0
desktop,0.33333333333333331,0,0,137.76666666666662,34.4,0,1,0
desktop,0.5,0,0,98.09999999999998,34.4,1,1,1
desktop,0.25,0,0,51.965217391304364,34.4,0,1,0
mobile,0,0,0,60.199999999999996,34.4,0,1,0
desktop,0,0.125,0,42.11304347826087,34.4,1,1,0
mobile,0,0.5,4,57.333333333333329,34.4,0,1,0
desktop,0,0,0,60.2,34.4,0,0,0
mobile,0,0,0,65.36,34.4,0,1,0
mobile,0,0,0,68.8,34.4,0,0,0
desktop,0,0,0,40.68333333333333,34.4,0,0,0
mobile,0.25,0,0,97.183333333333309,34.4,0,1,0
desktop,0,0,0,48.2,34.4,0,1,0
desktop,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,34.4,34.4,0,1,0
desktop,0,0,0,53.033333333333331,34.4,0,0,0
desktop,0.56521739130434778,0.70588235294117652,0,131.98285714285714,34.4,1,1,1
mobile,0,0,0,34.4,34.4,0,1,0
mobile,0,0,0,71.92,38.4,0,1,0
desktop,0,0,0,43.2,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,1,0
desktop,0,0,0,38.4,38.4,,0,0
desktop,0,0,0,79.933333333333337,38.4,0,0,0
desktop,0,0,0,38.4,38.4,0,1,0
mobile,0,0,0,54.933333333333337,38.4,0,0,0
desktop,0,0,0,38.4,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,0,0
desktop,0,0,0,38.4,38.4,0,0,0
desktop,0,0,0,67.2,38.4,0,0,0
tablet,0,0,0,50.571428571428577,38.4,0,0,0
mobile,0.5,0,0,99.850000000000009,38.4,0,0,0
mobile,0,0,0,83.92765957446808,38.4,0,1,0
desktop,0,0,4,38.4,38.4,0,1,0
desktop,0,0,0,54.266666666666666,38.4,0,1,0
mobile,0,0,0,74.85,38.4,0,1,0
desktop,0.96296296296296291,0,2,148.55714285714288,38.4,1,1,1
desktop,0,0,0,45.217391304347828,38.4,0,1,0
tablet,0.38461538461538464,0,0,121.0923076923077,38.4,1,1,1
desktop,0,0,0,40.8,38.4,0,1,0
desktop,0,0,0,79.9,38.4,0,0,0
mobile,0,1,0,38.4,38.4,0,0,0
mobile,0,0,0,67.2,38.4,0,0,0
desktop,0.25,0,0,52.305,38.4,0,0,0
desktop,0,0,0,55.885714285714293,38.4,0,1,0
desktop,0,0,4,38.4,38.4,0,1,0
desktop,0,0,2,38.4,38.4,0,1,0
mobile,0,0,0,52.300000000000004,38.4,0,1,0
mobile,0,0,0,76.8,38.4,0,0,0
desktop,0,0,0,38.4,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,0,0
desktop,0,0,0,47.890909090909091,38.4,0,1,0
mobile,0,0,0,38.4,38.4,0,0,0
mobile,0.5,0,2,125.1375,38.4,0,1,0
mobile,0,0,0,72.861538461538458,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,1,0
mobile,0,0,0,81.45714285714287,38.4,0,1,0
desktop,0,0,0,56.06666666666667,38.4,0,0,0
desktop,0,0.33333333333333331,0,52.331034482758618,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,0,0
desktop,0.375,0.1111111111111111,0,119.2047619047619,38.4,0,1,0
desktop,0.33333333333333331,0,0,121.56,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,1,0
mobile,0,0,0,59.199999999999996,38.4,0,1,0
desktop,0,0,0,69.317647058823525,38.4,0,1,0
mobile,0,0.42857142857142855,0,67.2,38.4,0,1,0
mobile,0,0.25,2,88.385294117647049,38.4,0,1,0
mobile,0,0,0,67.2,38.4,0,0,0
tablet,0,0,0,38.4,38.4,0,1,0
mobile,0,0,0,76.8,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,0,0
desktop,0.5,0.2857142857142857,0,73.15,38.4,,1,0
desktop,0.1111111111111111,0,0,56.85,38.4,0,1,0
desktop,0,0,0,85.05714285714285,38.4,0,0,0
desktop,0,0,0,39.599999999999994,38.4,0,1,0
mobile,0,0.5,0,82.736363636363635,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,0,0
mobile,0,0,0,67.333333333333329,38.4,0,0,0
desktop,0.125,0,0,57.375,38.4,0,1,0
desktop,0.2857142857142857,0,4,99.636363636363626,38.4,0,1,0
desktop,0.090909090909090912,0,0,71.896,38.4,0,1,0
desktop,0,0,0,68.8,38.4,0,1,0
mobile,0,0.5,0,38.4,38.4,0,1,0
desktop,0,0,0,40.8,38.4,0,1,0
desktop,0.42857142857142855,0.23809523809523808,0,140.46981132075473,38.4,1,1,0
desktop,0.5,0,0,93.7,38.4,0,1,0
desktop,0.18181818181818182,0,0,72.693506493506518,38.4,0,1,0
mobile,0,0,0,38.4,38.4,0,1,0
mobile,0,0,0,38.4,38.4,0,1,0
mobile,0,0,0,57.2,38.4,0,0,0
desktop,0,0,0,38.4,38.4,0,1,0
desktop,0,0.66666666666666663,0,38.4,38.4,0,1,0
desktop,0,0,0,53.839999999999996,38.4,0,1,0
desktop,0,0,0,38.4,38.4,0,0,0
desktop,0.2,0,0,67.693333333333328,38.4,0,1,0
desktop,0,0.25,4,38.4,38.4,0,1,0
desktop,0,0,0,66.533333333333331,38.4,1,1,0
desktop,0,0,0,45.077777777777776,38.4,0,1,0
